model,feature,importance_mean,importance_std
random_survival_forest,first_careunit_Neuro Intermediate,0.0002619499051991214,1.2473805009460825e-05
random_survival_forest,dbp_min_24h,0.0002494761001896606,0.0001247380500948303
random_survival_forest,resp_rate_max_24h_missing,0.0002494761001896606,7.484283005687598e-05
random_survival_forest,pco2_std_24h_missing,0.0002494761001896606,7.484283005687598e-05
random_survival_forest,lactate_slope_24h_missing,0.0002494761001896606,7.484283005687598e-05
random_survival_forest,platelet_slope_24h_missing,0.0002494761001896606,0.00022452849017062793
random_survival_forest,last_careunit_Medical Intensive Care Unit (MICU),0.0002494761001896606,0.00022452849017062793
random_survival_forest,platelet_std_24h,0.0002494761001896051,0.000623690250473985
random_survival_forest,wbc_mean_24h_missing,0.00023700229518014426,0.00018710707514218994
random_survival_forest,wbc_slope_24h,0.00022452849017068344,7.484283005693149e-05
random_survival_forest,hemoglobin_std_24h_missing,0.00022452849017068344,9.979044007585314e-05
random_survival_forest,sbp_count_24h,0.0002120546851612226,0.0004615307853507722
random_survival_forest,pco2_slope_24h_missing,0.0002120546851612226,3.742141502843799e-05
random_survival_forest,pco2_count_24h_missing,0.00019958088015176179,9.979044007585314e-05
random_survival_forest,lactate_max_24h,0.00018710707514224545,0.0005613212254266253
random_survival_forest,chloride_count_24h,0.00018710707514224545,1.2473805009460825e-05
random_survival_forest,marital_status_MARRIED,0.00018710707514224545,0.00011226424508536947
random_survival_forest,mbp_slope_24h,0.0001746332701327291,2.4947610018977162e-05
random_survival_forest,mbp_count_24h_missing,0.0001746332701327291,2.4947610018977162e-05
random_survival_forest,bun_std_24h_missing,0.0001746332701327291,2.4947610018977162e-05
random_survival_forest,potassium_count_24h_missing,0.0001746332701327291,2.4947610018977162e-05
random_survival_forest,chloride_count_24h_missing,0.0001621594651232683,8.731663506639231e-05
